10,457.067879,298.760107,-953.665326,524.513641
20,280.728815,185.072383,-1590.958862,313.551564
30,238.306615,173.133942,-1413.057446,212.532043
40,226.742696,169.070674,-1227.578638,188.148148
50,219.975226,165.289780,-1051.324969,178.780402
60,220.159896,166.023511,-901.532941,177.449495
70,213.135334,160.519914,-825.193610,172.634088
80,209.348975,157.551227,-767.421655,170.101071
90,207.770068,155.916385,-723.555951,170.433745
100,208.057517,155.636183,-718.886084,172.341487
110,198.430736,147.117627,-676.693640,168.788036
120,191.665794,140.786203,-630.851459,167.495781
130,187.869855,137.427545,-593.355157,166.163176
140,186.050788,134.988382,-566.340320,168.320213
150,181.563228,131.582712,-532.131836,164.827940
160,177.963488,128.053491,-509.603418,164.667972
170,176.890776,126.942656,-483.739279,164.881267
180,174.137103,124.665156,-465.265015,163.355598
190,180.143974,129.091412,-441.807578,168.702499
200,174.345217,124.247971,-430.193698,165.556836
210,174.259830,123.798285,-420.149020,166.804643
220,170.015411,120.824713,-403.233264,162.624878
230,168.386728,119.197536,-381.552841,162.692126
240,169.068609,119.317715,-378.117444,164.575911
250,166.523043,117.204788,-381.631009,163.122079
260,165.479477,116.268782,-386.809222,162.746278
270,165.968244,116.154978,-385.005374,164.760861
280,162.613250,113.422857,-376.402518,162.713293
290,160.372806,111.576244,-368.327115,161.427437
300,160.755351,111.457517,-361.526288,163.121016
310,160.243512,110.938379,-348.126617,163.190010
320,160.855001,111.060951,-346.087732,164.826541
330,157.524405,108.487745,-341.863586,162.315984
340,157.440182,108.171685,-343.813794,163.082274
350,155.737527,106.774470,-349.987448,162.043564
360,149.570678,102.208117,-344.206955,156.727838
370,152.600727,104.227551,-338.306619,160.116223
380,151.019243,102.707170,-340.499033,159.905246
390,152.383449,103.408752,-347.609244,162.090280
400,149.716985,101.332768,-348.249197,160.119884
410,147.193298,99.349244,-342.712750,158.337796
420,146.978887,98.736604,-347.969952,159.647714
430,144.819442,97.061481,-354.653687,158.011020
440,146.823486,98.404157,-364.080374,160.184152
450,146.195900,97.895105,-373.628485,159.757207
460,143.123557,95.245047,-381.265549,158.324142
470,143.962285,95.317561,-381.658765,160.876869
480,141.116088,93.287840,-392.347906,158.119661
490,140.540711,92.831805,-396.399634,157.708342
500,135.868443,89.248461,-405.995306,154.046619
510,135.048497,88.515710,-411.242535,153.738477
520,135.957413,88.887725,-419.054114,155.502110
530,137.925616,90.180000,-437.060864,157.695183
540,134.266623,87.395037,-439.702484,154.772945
550,132.965620,85.888702,-442.996753,155.446399
560,130.570385,84.329404,-452.152948,152.629433
570,130.886254,84.107480,-467.026944,154.372475
580,129.184726,82.647942,-470.396884,153.554626
590,130.586390,83.432091,-477.567648,155.589095
600,122.901689,78.142758,-478.372354,147.601852
610,126.460357,80.153898,-485.406784,152.736832
620,123.373896,78.047351,-495.574106,149.436563
630,127.966683,81.375374,-505.143863,153.620543
640,123.156600,77.746779,-512.650363,149.657225
650,127.529561,79.929693,-528.287573,156.905263
660,119.989306,74.862349,-526.010913,148.669823
670,120.358442,75.159887,-520.609485,148.926480
680,121.442473,75.357223,-528.200146,151.856828
690,118.763829,73.667032,-531.253741,148.551808
700,117.715446,72.594395,-543.103009,148.593158
710,120.922149,74.544730,-544.867639,152.775177
720,117.295539,72.195642,-546.412695,148.511606
730,116.690812,71.498517,-552.120740,148.800571
740,116.034982,71.064851,-552.402155,148.059085
750,117.661469,71.779861,-554.033514,151.091898
760,116.815578,71.367992,-556.358716,149.637424
770,115.500213,70.266261,-560.990240,148.909866
780,114.639864,69.445647,-567.637726,148.755251
790,113.487566,68.890780,-581.268622,146.718381
800,111.073573,66.845778,-588.596063,145.463994
810,114.173581,68.741056,-593.478003,149.463483
820,113.650070,68.421830,-595.727631,148.775043
830,112.021439,66.922238,-599.118292,148.333603
840,111.603972,66.779525,-605.352802,147.396976
850,111.626668,66.424144,-611.788043,148.635776
860,109.543366,64.880013,-612.925684,146.834758
870,109.437370,64.862027,-614.034802,146.537694
880,110.385686,65.238740,-620.305603,148.422133
890,107.998121,63.470878,-619.965106,146.357590
900,106.205488,62.276807,-617.605756,144.370239
910,107.303154,62.920107,-618.384589,145.882202
920,106.229439,62.333292,-626.258649,144.232954
930,108.081349,63.466397,-631.526001,146.611415
940,104.782621,61.427901,-628.481476,142.420790
950,106.536883,62.247533,-629.396265,145.533171
960,103.944749,60.246374,-636.640802,143.539108
970,107.259903,62.231060,-641.323285,147.958385
980,103.908656,60.001480,-647.197693,144.199921
990,102.917294,59.230819,-653.380859,143.443646
1000,104.294492,59.866708,-654.141101,145.912135
1010,105.925456,61.848513,-645.711688,144.770770
1020,105.743061,61.176603,-643.126270,146.411099
1030,105.792031,60.817423,-653.868451,147.735786
1040,103.425458,59.095716,-655.215192,145.581746
1050,101.648026,57.886404,-652.869440,143.695833
1060,104.199445,59.500639,-657.700653,146.803682
1070,104.722315,59.795304,-666.151550,147.536186
1080,100.739904,57.122107,-674.701965,143.143645
1090,97.894746,55.383656,-674.337817,139.455838
1100,102.150216,57.969016,-669.887134,145.037709
1110,102.623483,58.423162,-665.631171,145.115622
1120,103.298485,58.342196,-670.056433,147.620767
1130,97.719481,54.621603,-673.984534,141.412971
1140,97.396205,54.617295,-680.176178,140.329111
1150,97.860179,54.768722,-683.482770,141.359909
1160,97.980841,54.766065,-684.172974,141.768675
1170,98.624836,55.177624,-680.679663,142.555104
1180,98.104303,54.453235,-680.819153,143.234163
1190,97.114058,53.856868,-686.761847,141.901419
1200,96.757247,53.929663,-688.216992,140.464546
1210,97.696687,54.321367,-682.577899,142.309134
1220,100.205005,55.506403,-687.693866,146.703017
1230,97.039773,53.506970,-691.424298,142.804593
1240,97.692517,53.633612,-695.329028,144.545250
1250,94.614449,51.804237,-696.728992,140.378273
1260,96.562170,53.085864,-698.445654,142.592860
1270,99.418634,55.237649,-699.233417,144.939166
1280,94.735581,52.196764,-701.755017,139.456873
1290,94.747939,51.905039,-707.246460,140.452174
1300,95.294936,52.139897,-708.816418,141.487399
1310,98.308089,54.391676,-703.905353,144.041690
1320,93.206014,51.107110,-697.554877,138.004489
1330,93.742305,50.961307,-697.625543,140.277901
1340,93.862594,50.946452,-699.546588,140.721979
1350,92.901694,50.370392,-700.484882,139.436053
1360,93.668227,50.911806,-707.707062,140.162379
1370,95.229414,51.462912,-720.657422,143.486143
1380,92.543173,49.860537,-725.919629,139.855721
1390,92.752122,50.103337,-719.302582,139.764943
1400,89.973304,48.381002,-707.667902,136.282114
1410,91.831172,49.909283,-702.999640,137.396286
1420,91.459207,49.032875,-709.404633,139.056419
1430,92.338042,49.429859,-714.836591,140.644479
1440,89.319434,47.406333,-713.644727,137.331517
1450,92.601108,49.372662,-713.790924,141.715511
1460,91.972154,48.976126,-713.010791,140.943382
1470,90.453314,48.052757,-712.895972,138.958864
1480,92.357619,48.820262,-724.129254,142.710753
1490,89.237206,47.341268,-724.446375,137.238298
1500,89.151534,47.109618,-721.457385,137.734863
1510,89.063403,46.977713,-719.415381,137.887573
1520,88.190070,46.623843,-714.081293,136.173814
1530,87.176753,45.897091,-713.532880,135.220424
1540,90.164752,48.668798,-716.477777,135.931582
1550,91.562285,49.205558,-719.423065,138.791008
1560,89.589470,47.601535,-712.770923,137.583873
1570,90.928602,48.282941,-715.327576,139.767770
1580,89.688602,47.449146,-719.334741,138.400395
1590,88.019275,46.294759,-718.887512,136.685415
1600,87.928793,45.923944,-717.646417,137.624008
1610,87.410396,45.445303,-720.957483,137.480449
1620,88.330530,45.576698,-723.741034,140.100294
1630,88.584673,46.563665,-726.870282,137.647115
1640,87.398193,45.487540,-732.469934,137.260602
1650,86.683617,45.117649,-731.995135,136.113235
1660,87.334788,45.403223,-730.110956,137.338176
1670,86.530616,44.601590,-726.397614,137.342090
1680,86.666355,45.084377,-720.854449,136.203740
1690,87.264733,45.189048,-728.864038,137.822734
1700,88.729294,46.164149,-733.695093,139.438167
1710,85.700443,44.471109,-734.714471,134.982064
1720,86.499288,44.752184,-735.323535,136.705928
1730,86.328178,44.837550,-737.340424,135.844287
1740,86.688183,45.033132,-744.083112,136.369884
1750,86.567521,44.573984,-747.949219,137.485284
1760,82.861520,42.456297,-750.815240,132.181355
1770,84.837825,43.336623,-749.574829,135.838756
1780,86.811307,44.742460,-752.883954,137.719872
1790,83.341322,42.507449,-759.785016,133.580283
1800,82.264763,41.805869,-757.206262,132.338961
1810,83.927282,42.882653,-752.732843,134.306313
1820,81.039408,40.992737,-747.787024,130.996275
1830,85.831370,43.436538,-749.929944,138.816336
1840,84.960747,42.753923,-743.042737,138.212598
1850,83.676492,42.143639,-742.020288,135.969434
1860,83.963150,42.304712,-744.843054,136.378646
1870,85.536181,43.609384,-746.618243,137.267258
1880,83.051824,42.138204,-752.085925,133.871774
1890,82.202319,41.431053,-760.921185,133.367809
1900,83.715071,42.387175,-754.660632,135.244110
1910,84.484279,42.638525,-760.693542,136.950198
1920,83.759533,42.400304,-767.576984,135.305499
1930,84.107224,42.200506,-769.465283,137.124171
1940,82.297935,40.942773,-762.924878,135.307449
1950,82.766599,41.065622,-761.745099,136.464102
1960,82.278110,41.557848,-761.418188,133.196135
1970,83.613880,42.076064,-760.278149,135.925117
1980,82.087654,41.494519,-768.203247,132.749768
1990,84.103848,42.558619,-767.763245,135.924881
2000,81.820213,41.055166,-763.620569,133.338078
2010,83.652821,42.141203,-760.185114,135.838107
2020,83.325988,41.521868,-760.785718,136.811105
2030,79.642835,39.708281,-766.656000,130.559662
2040,80.931053,40.046243,-765.202753,133.732022
2050,82.123062,40.629943,-759.449542,135.778888
2060,79.793847,39.253710,-759.116174,132.603402
2070,83.548013,42.311506,-759.890356,134.922051
2080,82.005438,41.382248,-757.813910,132.884580
2090,80.591100,40.152710,-756.049622,132.274467
2100,80.755222,39.951870,-758.686426,133.482221
2110,81.044048,39.830159,-766.156683,134.825766
2120,80.895598,39.767047,-765.897357,134.542180
2130,79.144867,38.537130,-765.888934,132.806154
2140,79.001139,39.154342,-768.776294,130.260064
2150,79.856165,39.188692,-770.438330,132.990111
2160,80.426343,39.618108,-767.565753,133.468893
2170,80.558694,39.482874,-770.456525,134.351207
2180,79.964045,39.168194,-772.324780,133.411752
2190,78.121623,38.352660,-772.121710,129.989471
2200,80.418167,39.564152,-770.086847,133.613089
2210,78.021696,37.816260,-769.238434,131.453989
2220,78.701754,38.413013,-767.539093,131.737335
2230,76.339788,36.696356,-774.604529,129.562755
2240,77.566528,37.697713,-781.421570,130.291309
2250,80.307119,38.739029,-782.468811,135.952066
2260,78.854441,38.347574,-785.345697,132.405065
2270,78.694110,37.920294,-778.371698,133.318138
2280,78.921744,38.030382,-773.605048,133.725850
2290,76.527788,36.681144,-768.416559,130.260754
2300,76.963899,37.074376,-769.713800,130.399361
2310,78.427575,37.714352,-773.933838,133.130959
