1,214.375732,1012.770874,10.813483
2,214.400269,690.417969,7.692630
3,214.436417,928.351685,6.389387
4,214.475906,309.767090,5.608530
5,214.520386,773.637756,4.983116
6,214.564743,500.566254,4.681765
7,214.609650,157.252747,4.231603
8,214.655869,203.658569,3.943121
9,214.702469,154.478363,3.688473
10,214.749023,144.921036,3.396555
11,214.794662,183.307709,3.171624
12,214.838715,154.068008,3.032623
13,214.881393,102.770805,2.861014
14,214.923065,313.432404,2.861512
15,214.963638,122.903702,2.713177
16,215.003021,107.742897,2.586489
17,215.041092,109.018600,2.406630
18,215.077637,89.556824,2.284665
19,215.112747,84.795990,2.189284
20,215.146622,135.130280,2.109718
21,215.179520,77.355766,2.000360
22,215.211151,140.565903,1.842001
23,215.240707,112.126312,1.863323
24,215.268707,130.286224,1.676369
25,215.296051,102.341728,1.676563
26,215.322723,63.829136,1.583981
27,215.348358,55.845509,1.511165
28,215.372849,92.574532,1.444967
29,215.395920,44.660904,1.383880
30,215.417953,67.139030,1.298995
31,215.439346,48.364521,1.288576
32,215.460052,39.853565,1.252153
33,215.480026,51.298313,1.175423
34,215.499023,31.209955,1.174454
35,215.517349,72.172684,1.193150
36,215.534714,104.028625,1.112926
37,215.552002,35.505074,1.074496
38,215.568558,33.343708,1.020748
39,215.584457,31.941650,0.984039
40,215.599854,43.207714,0.995596
41,215.614639,32.942738,0.943895
42,215.629242,39.174671,0.975505
43,215.643692,29.174494,0.969676
44,215.657898,48.911503,0.920281
45,215.671555,37.881306,0.934032
46,215.684708,38.649998,0.884054
47,215.697922,93.709023,1.152485
48,215.711517,108.954773,0.911210
49,215.724136,39.331692,0.968746
50,215.736389,27.994720,0.885917
51,215.748703,148.375046,1.273104
52,215.761780,42.473679,1.030673
53,215.774841,116.603096,1.020992
54,215.787125,25.450191,0.955086
55,215.799515,32.698349,0.853341
56,215.812042,42.323288,0.863084
57,215.824722,26.369446,0.901122
58,215.837524,45.355415,0.989804
59,215.850739,32.251003,0.871879
